emotion,dimension_code,dimension_name,left_pole,right_pole,left_pole_score_0_1000,right_pole_score_0_1000,signed_score_m1000_to_p1000,direction_label,direction_code,confidence_0_1,note,model_used,status,error
hurt,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,550,450,-100,toward_left_pole,-1,0.8,"While the cause is often known, the emotional impact can feel destabilizing and unpredictable.",google/gemini-3-flash-preview,ok,
hurt,S,social_orientation,self_oriented,other_oriented,220,780,560,toward_right_pole,1,0.9,Hurt is primarily a relational emotion triggered by the perceived actions of others.,google/gemini-3-flash-preview,ok,
hysterical,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.9,Typically associated with extreme distress or uncontrollable negative affect.,google/gemini-3-flash-preview,ok,
hysterical,A,arousal,low_activation,high_activation,20,980,960,toward_right_pole,1,0.95,Represents a peak state of physiological and mental activation.,google/gemini-3-flash-preview,ok,
hysterical,C,control,low_control,high_control,915,85,-830,toward_left_pole,-1,0.95,Defined by a complete loss of self-control and agency.,google/gemini-3-flash-preview,ok,
hysterical,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,110,890,780,toward_right_pole,1,0.85,"Characterized by erratic, unpredictable behavior and cognitive chaos.",google/gemini-3-flash-preview,ok,
hysterical,S,social_orientation,self_oriented,other_oriented,580,420,-160,toward_left_pole,-1,0.75,"Primarily an internal breakdown, though often performed in social contexts.",google/gemini-3-flash-preview,ok,
impatient,V,valence,negative,positive,680,320,-360,toward_left_pole,-1,0.9,"Generally experienced as a negative, restless, or unpleasant state of tension.",google/gemini-3-flash-preview,ok,
impatient,A,arousal,low_activation,high_activation,320,680,360,toward_right_pole,1,0.95,Characterized by high physiological arousal and an urge to act or move.,google/gemini-3-flash-preview,ok,
impatient,C,control,low_control,high_control,620,380,-240,toward_left_pole,-1,0.85,Often involves a perceived lack of control over external timing or delays.,google/gemini-3-flash-preview,ok,
impatient,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,390,610,220,toward_right_pole,1,0.8,Frequently stems from uncertainty regarding when a desired outcome will occur.,google/gemini-3-flash-preview,ok,
impatient,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,"Primarily a self-oriented desire for speed, though often triggered by others.",google/gemini-3-flash-preview,ok,
indignant,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,"Indignation is a negative, unpleasant state rooted in perceived injustice.",google/gemini-3-flash-preview,ok,
indignant,A,arousal,low_activation,high_activation,260,740,480,toward_right_pole,1,0.9,It involves high physiological activation and righteous anger.,google/gemini-3-flash-preview,ok,
indignant,C,control,low_control,high_control,320,680,360,toward_right_pole,1,0.85,The subject feels a sense of moral superiority and agency to judge.,google/gemini-3-flash-preview,ok,
indignant,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,820,180,-640,toward_left_pole,-1,0.8,The cause of the anger is usually clearly identified and certain.,google/gemini-3-flash-preview,ok,
indignant,S,social_orientation,self_oriented,other_oriented,180,820,640,toward_right_pole,1,0.9,It is a social emotion directed at the unfair behavior of others.,google/gemini-3-flash-preview,ok,
infatuated,V,valence,negative,positive,220,780,560,toward_right_pole,1,0.9,"Generally perceived as a highly pleasant, euphoric state of attraction.",google/gemini-3-flash-preview,ok,
infatuated,A,arousal,low_activation,high_activation,180,820,640,toward_right_pole,1,0.95,"Characterized by high physiological arousal, racing thoughts, and intense energy.",google/gemini-3-flash-preview,ok,
infatuated,C,control,low_control,high_control,690,310,-380,toward_left_pole,-1,0.85,Often involves a sense of being overwhelmed or 'swept away' by feelings.,google/gemini-3-flash-preview,ok,
infatuated,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,360,640,280,toward_right_pole,1,0.8,Associated with the unpredictability of a new crush and unknown outcomes.,google/gemini-3-flash-preview,ok,
infatuated,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.9,Intensely focused on another person as the primary object of affection.,google/gemini-3-flash-preview,ok,
insecure,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Insecurity is fundamentally unpleasant and associated with negative self-evaluation.,google/gemini-3-flash-preview,ok,
insecure,A,arousal,low_activation,high_activation,420,580,160,toward_right_pole,1,0.85,Involves moderate physiological tension and anxious vigilance.,google/gemini-3-flash-preview,ok,
insecure,C,control,low_control,high_control,860,140,-720,toward_left_pole,-1,0.95,Characterized by a profound lack of agency and perceived vulnerability.,google/gemini-3-flash-preview,ok,
insecure,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,110,890,780,toward_right_pole,1,0.9,Rooted in doubt and the unpredictability of outcomes or social standing.,google/gemini-3-flash-preview,ok,
insecure,S,social_orientation,self_oriented,other_oriented,580,420,-160,toward_left_pole,-1,0.8,"Primarily self-focused regarding one's own inadequacies, though often triggered by others.",google/gemini-3-flash-preview,ok,
inspired,V,valence,negative,positive,120,880,760,toward_right_pole,1,0.95,Highly positive and pleasant state associated with upliftment.,google/gemini-3-flash-preview,ok,
inspired,A,arousal,low_activation,high_activation,350,650,300,toward_right_pole,1,0.9,Moderate to high activation involving mental alertness and readiness.,google/gemini-3-flash-preview,ok,
inspired,C,control,low_control,high_control,280,720,440,toward_right_pole,1,0.85,High sense of agency and capability to pursue new ideas.,google/gemini-3-flash-preview,ok,
inspired,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,590,410,-180,toward_left_pole,-1,0.8,"Often involves a sudden, unexpected insight or revelation.",google/gemini-3-flash-preview,ok,
inspired,S,social_orientation,self_oriented,other_oriented,420,580,160,toward_right_pole,1,0.75,Often triggered by external sources or others' achievements.,google/gemini-3-flash-preview,ok,
insulted,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,"Being insulted is a highly unpleasant, negative affective state.",google/gemini-3-flash-preview,ok,
insulted,A,arousal,low_activation,high_activation,320,680,360,toward_right_pole,1,0.9,"Typically involves high physiological activation, often manifesting as anger or indignation.",google/gemini-3-flash-preview,ok,
insulted,C,control,low_control,high_control,690,310,-380,toward_left_pole,-1,0.85,The individual feels their social status or ego has been attacked by an external force.,google/gemini-3-flash-preview,ok,
insulted,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,580,420,-160,toward_left_pole,-1,0.8,"While the act is clear, the motive or suddenness can introduce moderate unpredictability.",google/gemini-3-flash-preview,ok,
insulted,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.95,"Inherently social, requiring an external agent to deliver the perceived slight.",google/gemini-3-flash-preview,ok,
intimidated,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,"Characterized by a negative, unpleasant feeling of being overwhelmed or fearful.",google/gemini-3-flash-preview,ok,
intimidated,A,arousal,low_activation,high_activation,320,680,360,toward_right_pole,1,0.9,Involves heightened physiological tension and vigilant mental activation.,google/gemini-3-flash-preview,ok,
intimidated,C,control,low_control,high_control,880,120,-760,toward_left_pole,-1,0.98,Reflects a significant lack of agency and perceived power relative to a threat.,google/gemini-3-flash-preview,ok,
intimidated,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,260,740,480,toward_right_pole,1,0.85,Often involves apprehension about unpredictable outcomes or the actions of others.,google/gemini-3-flash-preview,ok,
intimidated,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.92,"Inherently social, requiring an external entity or person as the source of pressure.",google/gemini-3-flash-preview,ok,
invigorated,V,valence,negative,positive,120,880,760,toward_right_pole,1,0.95,A highly positive state of feeling refreshed and energized.,google/gemini-3-flash-preview,ok,
invigorated,A,arousal,low_activation,high_activation,180,820,640,toward_right_pole,1,0.95,Characterized by high physiological activation and mental alertness.,google/gemini-3-flash-preview,ok,
invigorated,C,control,low_control,high_control,210,790,580,toward_right_pole,1,0.9,Involves a strong sense of personal agency and readiness to act.,google/gemini-3-flash-preview,ok,
invigorated,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,790,210,-580,toward_left_pole,-1,0.85,Typically associated with clarity of purpose and predictable vitality.,google/gemini-3-flash-preview,ok,
invigorated,S,social_orientation,self_oriented,other_oriented,650,350,-300,toward_left_pole,-1,0.8,Primarily an internal state of physical and mental renewal.,google/gemini-3-flash-preview,ok,
irate,V,valence,negative,positive,890,110,-780,toward_left_pole,-1,0.95,Irate denotes extreme displeasure and a highly negative affective state.,google/gemini-3-flash-preview,ok,
irate,A,arousal,low_activation,high_activation,80,920,840,toward_right_pole,1,0.98,"It represents a high-intensity, high-activation state of anger.",google/gemini-3-flash-preview,ok,
irate,C,control,low_control,high_control,320,680,360,toward_right_pole,1,0.85,Anger typically involves a sense of power and high coping potential.,google/gemini-3-flash-preview,ok,
irate,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,760,240,-520,toward_left_pole,-1,0.8,"Usually triggered by a specific, certain event or perceived injustice.",google/gemini-3-flash-preview,ok,
irate,S,social_orientation,self_oriented,other_oriented,290,710,420,toward_right_pole,1,0.88,Often directed toward another person or entity responsible for the provocation.,google/gemini-3-flash-preview,ok,
irked,V,valence,negative,positive,690,310,-380,toward_left_pole,-1,0.95,Irked represents a mild form of annoyance or displeasure.,google/gemini-3-flash-preview,ok,
irked,A,arousal,low_activation,high_activation,580,420,-160,toward_left_pole,-1,0.9,It involves low-to-moderate physiological activation compared to anger.,google/gemini-3-flash-preview,ok,
irked,C,control,low_control,high_control,520,480,-40,balanced,0,0.85,The individual feels slight frustration but retains some agency.,google/gemini-3-flash-preview,ok,
irked,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,650,350,-300,toward_left_pole,-1,0.8,"Usually triggered by a known, predictable, yet bothersome stimulus.",google/gemini-3-flash-preview,ok,
irked,S,social_orientation,self_oriented,other_oriented,380,620,240,toward_right_pole,1,0.85,Often directed toward the behavior or presence of another person.,google/gemini-3-flash-preview,ok,
irritated,V,valence,negative,positive,720,280,-440,toward_left_pole,-1,0.95,"Irritation is a fundamentally unpleasant, negative affective state.",google/gemini-3-flash-preview,ok,
irritated,A,arousal,low_activation,high_activation,420,580,160,toward_right_pole,1,0.9,It involves moderate physiological activation and restlessness.,google/gemini-3-flash-preview,ok,
irritated,C,control,low_control,high_control,590,410,-180,toward_left_pole,-1,0.85,Often stems from a perceived lack of control over annoying stimuli.,google/gemini-3-flash-preview,ok,
irritated,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,680,320,-360,toward_left_pole,-1,0.8,"Usually triggered by known, predictable, yet bothersome events.",google/gemini-3-flash-preview,ok,
irritated,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,"Primarily a self-focused feeling of annoyance, though often triggered by others.",google/gemini-3-flash-preview,ok,
isolated,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Isolation is generally experienced as a distressing and unpleasant state of loneliness.,google/gemini-3-flash-preview,ok,
isolated,A,arousal,low_activation,high_activation,680,320,-360,toward_left_pole,-1,0.85,"Typically characterized by low physiological activation, withdrawal, and lethargy.",google/gemini-3-flash-preview,ok,
isolated,C,control,low_control,high_control,720,280,-440,toward_left_pole,-1,0.9,Often involves a perceived lack of agency or ability to reconnect with others.,google/gemini-3-flash-preview,ok,
isolated,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,550,450,-100,toward_left_pole,-1,0.8,The state is often stable but carries uncertainty regarding future social inclusion.,google/gemini-3-flash-preview,ok,
isolated,S,social_orientation,self_oriented,other_oriented,880,120,-760,toward_left_pole,-1,0.95,Primarily a self-oriented state focused on one's own lack of social connection.,google/gemini-3-flash-preview,ok,
jealous,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Characterized by significant negative affect and distress over perceived loss.,google/gemini-3-flash-preview,ok,
jealous,A,arousal,low_activation,high_activation,260,740,480,toward_right_pole,1,0.9,"Involves high physiological activation, vigilance, and agitation.",google/gemini-3-flash-preview,ok,
jealous,C,control,low_control,high_control,680,320,-360,toward_left_pole,-1,0.85,Often involves feelings of insecurity and a lack of control over a rival.,google/gemini-3-flash-preview,ok,
jealous,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,220,780,560,toward_right_pole,1,0.88,Driven by suspicion and unpredictability regarding a partner's or peer's actions.,google/gemini-3-flash-preview,ok,
jealous,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.92,"Inherently social, requiring a triad of self, a significant other, and a rival.",google/gemini-3-flash-preview,ok,
jittery,V,valence,negative,positive,680,320,-360,toward_left_pole,-1,0.9,Generally perceived as an unpleasant state of nervous tension or anxiety.,google/gemini-3-flash-preview,ok,
jittery,A,arousal,low_activation,high_activation,220,780,560,toward_right_pole,1,0.95,"Characterized by high physiological activation, shaking, and restlessness.",google/gemini-3-flash-preview,ok,
jittery,C,control,low_control,high_control,720,280,-440,toward_left_pole,-1,0.85,Implies a lack of physical and mental composure or self-regulation.,google/gemini-3-flash-preview,ok,
jittery,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,350,650,300,toward_right_pole,1,0.8,Often associated with anticipation of unknown outcomes or unstable energy.,google/gemini-3-flash-preview,ok,
jittery,S,social_orientation,self_oriented,other_oriented,850,150,-700,toward_left_pole,-1,0.85,"Primarily a somatic, internal state focused on one's own physical sensations.",google/gemini-3-flash-preview,ok,
joyful,V,valence,negative,positive,55,945,890,toward_right_pole,1,0.98,Joy is a prototypical high-pleasure positive affective state.,google/gemini-3-flash-preview,ok,
joyful,A,arousal,low_activation,high_activation,320,680,360,toward_right_pole,1,0.92,Characterized by moderate to high physiological activation and energy.,google/gemini-3-flash-preview,ok,
joyful,C,control,low_control,high_control,280,720,440,toward_right_pole,1,0.85,Associated with high agency and a sense of mastery over the environment.,google/gemini-3-flash-preview,ok,
joyful,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,790,210,-580,toward_left_pole,-1,0.88,Typically involves a sense of security and predictable positive outcomes.,google/gemini-3-flash-preview,ok,
joyful,S,social_orientation,self_oriented,other_oriented,450,550,100,toward_right_pole,1,0.8,Often shared socially but can be experienced as an internal state.,google/gemini-3-flash-preview,ok,
jubilant,V,valence,negative,positive,55,945,890,toward_right_pole,1,0.98,Represents a state of extreme joy and triumphant celebration.,google/gemini-3-flash-preview,ok,
jubilant,A,arousal,low_activation,high_activation,180,820,640,toward_right_pole,1,0.95,High physiological activation associated with exultation and outward expression.,google/gemini-3-flash-preview,ok,
jubilant,C,control,low_control,high_control,220,780,560,toward_right_pole,1,0.9,Reflects a sense of mastery or success over a situation.,google/gemini-3-flash-preview,ok,
jubilant,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,850,150,-700,toward_left_pole,-1,0.85,Usually follows a definitive positive outcome or resolved event.,google/gemini-3-flash-preview,ok,
jubilant,S,social_orientation,self_oriented,other_oriented,390,610,220,toward_right_pole,1,0.8,Often shared with others in a communal or public celebration.,google/gemini-3-flash-preview,ok,
let down,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Characterized by disappointment and a sense of loss or dissatisfaction.,google/gemini-3-flash-preview,ok,
let down,A,arousal,low_activation,high_activation,680,320,-360,toward_left_pole,-1,0.85,"Typically involves low energy, deflation, and reduced physiological activation.",google/gemini-3-flash-preview,ok,
let down,C,control,low_control,high_control,720,280,-440,toward_left_pole,-1,0.9,Reflects a lack of agency over the external actions of others.,google/gemini-3-flash-preview,ok,
let down,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,550,450,-100,toward_left_pole,-1,0.8,"Often follows a violation of expectations, though the outcome is now known.",google/gemini-3-flash-preview,ok,
let down,S,social_orientation,self_oriented,other_oriented,260,740,480,toward_right_pole,1,0.9,Inherently involves a relationship or reliance on another person's behavior.,google/gemini-3-flash-preview,ok,
lighthearted,V,valence,negative,positive,120,880,760,toward_right_pole,1,0.95,"Highly positive, carefree, and pleasant state of being.",google/gemini-3-flash-preview,ok,
lighthearted,A,arousal,low_activation,high_activation,580,420,-160,toward_left_pole,-1,0.85,Moderate to low activation; it is buoyant but not intensely energetic.,google/gemini-3-flash-preview,ok,
lighthearted,C,control,low_control,high_control,290,710,420,toward_right_pole,1,0.8,"Reflects a sense of ease and lack of burden, implying high agency.",google/gemini-3-flash-preview,ok,
lighthearted,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,720,280,-440,toward_left_pole,-1,0.75,Associated with a lack of worry or unpredictable threats.,google/gemini-3-flash-preview,ok,
lighthearted,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.7,"Primarily an internal state of mood, though often expressed socially.",google/gemini-3-flash-preview,ok,
lonely,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,Loneliness is consistently characterized by significant emotional pain and negative affect.,google/gemini-3-flash-preview,ok,
lonely,A,arousal,low_activation,high_activation,680,320,-360,toward_left_pole,-1,0.85,"Typically involves low physiological activation, though it can occasionally trigger anxious restlessness.",google/gemini-3-flash-preview,ok,
lonely,C,control,low_control,high_control,790,210,-580,toward_left_pole,-1,0.9,Often involves a perceived inability to change one's social isolation or connect with others.,google/gemini-3-flash-preview,ok,
lonely,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,550,450,-100,toward_left_pole,-1,0.8,"While the state is known, it often involves uncertainty regarding future social belonging.",google/gemini-3-flash-preview,ok,
lonely,S,social_orientation,self_oriented,other_oriented,120,880,760,toward_right_pole,1,0.9,Inherently defined by a perceived deficit in social connection and orientation toward others.,google/gemini-3-flash-preview,ok,
longing,V,valence,negative,positive,590,410,-180,toward_left_pole,-1,0.85,Bittersweet state often involving the pain of absence mixed with the pleasure of desire.,google/gemini-3-flash-preview,ok,
longing,A,arousal,low_activation,high_activation,520,480,-40,balanced,0,0.8,"A persistent, low-to-moderate intensity state of yearning rather than high physiological arousal.",google/gemini-3-flash-preview,ok,
longing,C,control,low_control,high_control,680,320,-360,toward_left_pole,-1,0.9,Characterized by a lack of agency over the object of desire or the current situation.,google/gemini-3-flash-preview,ok,
longing,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,390,610,220,toward_right_pole,1,0.75,Involves uncertainty regarding if or when the desired state or person will be attained.,google/gemini-3-flash-preview,ok,
longing,S,social_orientation,self_oriented,other_oriented,260,740,480,toward_right_pole,1,0.85,"Primarily directed toward an external entity, person, or past social connection.",google/gemini-3-flash-preview,ok,
lovestruck,V,valence,negative,positive,110,890,780,toward_right_pole,1,0.95,Intense romantic infatuation is characterized by high levels of pleasure and euphoria.,google/gemini-3-flash-preview,ok,
lovestruck,A,arousal,low_activation,high_activation,180,820,640,toward_right_pole,1,0.92,Associated with physiological symptoms like racing heart and heightened mental focus.,google/gemini-3-flash-preview,ok,
lovestruck,C,control,low_control,high_control,690,310,-380,toward_left_pole,-1,0.88,"Often described as being 'struck' or overwhelmed, implying a loss of agency to the feeling.",google/gemini-3-flash-preview,ok,
lovestruck,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,360,640,280,toward_right_pole,1,0.85,Involves significant unpredictability regarding the reciprocation and future of the relationship.,google/gemini-3-flash-preview,ok,
lovestruck,S,social_orientation,self_oriented,other_oriented,90,910,820,toward_right_pole,1,0.95,Inherently directed toward another person as the primary object of affection.,google/gemini-3-flash-preview,ok,
loving,V,valence,negative,positive,55,945,890,toward_right_pole,1,0.98,Consistently rated as one of the most positive and pleasant affective states.,google/gemini-3-flash-preview,ok,
loving,A,arousal,low_activation,high_activation,480,520,40,balanced,0,0.85,Moderate activation involving warmth and physiological engagement without extreme agitation.,google/gemini-3-flash-preview,ok,
loving,C,control,low_control,high_control,290,710,420,toward_right_pole,1,0.88,"Associated with high agency, security, and the capacity to provide care.",google/gemini-3-flash-preview,ok,
loving,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,790,210,-580,toward_left_pole,-1,0.82,"Typically characterized by trust, stability, and predictable relational bonds.",google/gemini-3-flash-preview,ok,
loving,S,social_orientation,self_oriented,other_oriented,40,960,920,toward_right_pole,1,0.99,Inherently directed toward another person or entity through connection and care.,google/gemini-3-flash-preview,ok,
melancholic,V,valence,negative,positive,720,280,-440,toward_left_pole,-1,0.95,Characterized by a pensive sadness and low pleasantness.,google/gemini-3-flash-preview,ok,
melancholic,A,arousal,low_activation,high_activation,790,210,-580,toward_left_pole,-1,0.9,A low-energy state involving lethargy and quiet reflection.,google/gemini-3-flash-preview,ok,
melancholic,C,control,low_control,high_control,660,340,-320,toward_left_pole,-1,0.85,Often involves a sense of resignation or lack of agency over the mood.,google/gemini-3-flash-preview,ok,
melancholic,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,690,310,-380,toward_left_pole,-1,0.8,"Usually stems from known losses or a familiar, predictable state of gloom.",google/gemini-3-flash-preview,ok,
melancholic,S,social_orientation,self_oriented,other_oriented,750,250,-500,toward_left_pole,-1,0.85,"Primarily an internal, self-reflective, and solitary emotional experience.",google/gemini-3-flash-preview,ok,
miserable,V,valence,negative,positive,915,85,-830,toward_left_pole,-1,0.98,Represents a state of profound unhappiness and suffering.,google/gemini-3-flash-preview,ok,
miserable,A,arousal,low_activation,high_activation,690,310,-380,toward_left_pole,-1,0.85,"Typically characterized by low energy, lethargy, and dejection.",google/gemini-3-flash-preview,ok,
miserable,C,control,low_control,high_control,880,120,-760,toward_left_pole,-1,0.92,Involves a sense of helplessness and lack of agency.,google/gemini-3-flash-preview,ok,
miserable,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,550,450,-100,toward_left_pole,-1,0.8,"Often a persistent, predictable state of chronic distress.",google/gemini-3-flash-preview,ok,
miserable,S,social_orientation,self_oriented,other_oriented,720,280,-440,toward_left_pole,-1,0.88,Primarily focused on internal suffering and personal plight.,google/gemini-3-flash-preview,ok,
mistrustful,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Mistrust is inherently unpleasant and associated with negative affect.,google/gemini-3-flash-preview,ok,
mistrustful,A,arousal,low_activation,high_activation,420,580,160,toward_right_pole,1,0.85,Involves moderate physiological arousal due to hyper-vigilance and suspicion.,google/gemini-3-flash-preview,ok,
mistrustful,C,control,low_control,high_control,660,340,-320,toward_left_pole,-1,0.88,Reflects a perceived lack of safety and low agency over others' actions.,google/gemini-3-flash-preview,ok,
mistrustful,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,110,890,780,toward_right_pole,1,0.92,Defined by high unpredictability and doubt regarding future outcomes.,google/gemini-3-flash-preview,ok,
mistrustful,S,social_orientation,self_oriented,other_oriented,180,820,640,toward_right_pole,1,0.9,Primarily directed toward the perceived intentions and reliability of others.,google/gemini-3-flash-preview,ok,
mortified,V,valence,negative,positive,885,115,-770,toward_left_pole,-1,0.95,Deeply unpleasant state involving intense shame and social pain.,google/gemini-3-flash-preview,ok,
mortified,A,arousal,low_activation,high_activation,220,780,560,toward_right_pole,1,0.9,High physiological activation characterized by blushing and acute distress.,google/gemini-3-flash-preview,ok,
mortified,C,control,low_control,high_control,860,140,-720,toward_left_pole,-1,0.85,Feeling powerless to undo a public failure or social transgression.,google/gemini-3-flash-preview,ok,
mortified,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,580,420,-160,toward_left_pole,-1,0.8,"Often follows an unexpected social blunder, though the shame is certain.",google/gemini-3-flash-preview,ok,
mortified,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.95,"Inherently social, driven by the perceived judgment of others.",google/gemini-3-flash-preview,ok,
moved,V,valence,negative,positive,220,780,560,toward_right_pole,1,0.9,"Predominantly positive, though often involves bittersweet or poignant elements.",google/gemini-3-flash-preview,ok,
moved,A,arousal,low_activation,high_activation,380,620,240,toward_right_pole,1,0.85,Moderate physiological activation involving warmth or tears.,google/gemini-3-flash-preview,ok,
moved,C,control,low_control,high_control,590,410,-180,toward_left_pole,-1,0.8,Often involves being 'overcome' or passive in the face of external beauty or kindness.,google/gemini-3-flash-preview,ok,
moved,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,550,450,-100,toward_left_pole,-1,0.75,"Usually triggered by a specific, recognized event, though the depth of feeling can be surprising.",google/gemini-3-flash-preview,ok,
moved,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.95,"Highly social, typically triggered by human connection, altruism, or shared values.",google/gemini-3-flash-preview,ok,
needy,V,valence,negative,positive,720,280,-440,toward_left_pole,-1,0.9,"Generally perceived as a negative, unpleasant state of deficiency.",google/gemini-3-flash-preview,ok,
needy,A,arousal,low_activation,high_activation,390,610,220,toward_right_pole,1,0.85,"Involves an active, anxious yearning or urgent desire for support.",google/gemini-3-flash-preview,ok,
needy,C,control,low_control,high_control,810,190,-620,toward_left_pole,-1,0.95,Characterized by a lack of self-sufficiency and high dependency on others.,google/gemini-3-flash-preview,ok,
needy,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,320,680,360,toward_right_pole,1,0.8,Often involves insecurity and uncertainty regarding whether needs will be met.,google/gemini-3-flash-preview,ok,
needy,S,social_orientation,self_oriented,other_oriented,110,890,780,toward_right_pole,1,0.95,Inherently directed toward others to fulfill personal emotional or physical gaps.,google/gemini-3-flash-preview,ok,
nervous,V,valence,negative,positive,680,320,-360,toward_left_pole,-1,0.95,Generally perceived as an unpleasant state of apprehension.,google/gemini-3-flash-preview,ok,
nervous,A,arousal,low_activation,high_activation,260,740,480,toward_right_pole,1,0.98,Involves high physiological activation and jitteriness.,google/gemini-3-flash-preview,ok,
nervous,C,control,low_control,high_control,690,310,-380,toward_left_pole,-1,0.92,Characterized by a lack of perceived control over the situation.,google/gemini-3-flash-preview,ok,
nervous,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,120,880,760,toward_right_pole,1,0.96,Driven by uncertainty regarding future outcomes.,google/gemini-3-flash-preview,ok,
nervous,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.85,"Primarily an internal state, though often triggered by social evaluation.",google/gemini-3-flash-preview,ok,
nostalgic,V,valence,negative,positive,320,680,360,toward_right_pole,1,0.9,Generally a bittersweet but predominantly positive reflection on cherished memories.,google/gemini-3-flash-preview,ok,
nostalgic,A,arousal,low_activation,high_activation,680,320,-360,toward_left_pole,-1,0.85,"A low-activation, contemplative state characterized by quiet reflection.",google/gemini-3-flash-preview,ok,
nostalgic,C,control,low_control,high_control,550,450,-100,toward_left_pole,-1,0.8,Involves a sense of longing for a past that cannot be changed or reclaimed.,google/gemini-3-flash-preview,ok,
nostalgic,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,850,150,-700,toward_left_pole,-1,0.85,"Based on known, lived experiences which provide a sense of familiarity and certainty.",google/gemini-3-flash-preview,ok,
nostalgic,S,social_orientation,self_oriented,other_oriented,380,620,240,toward_right_pole,1,0.8,"Often involves memories of social connections, family, or shared cultural experiences.",google/gemini-3-flash-preview,ok,
numb,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.9,"Generally perceived as a negative, unpleasant state of emotional void.",google/gemini-3-flash-preview,ok,
numb,A,arousal,low_activation,high_activation,915,85,-830,toward_left_pole,-1,0.95,Characterized by a profound lack of physiological or mental activation.,google/gemini-3-flash-preview,ok,
numb,C,control,low_control,high_control,820,180,-640,toward_left_pole,-1,0.85,Reflects a state of helplessness and a lack of agency or influence.,google/gemini-3-flash-preview,ok,
numb,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,580,420,-160,toward_left_pole,-1,0.75,Often follows predictable trauma but involves a confusing lack of expected feeling.,google/gemini-3-flash-preview,ok,
numb,S,social_orientation,self_oriented,other_oriented,850,150,-700,toward_left_pole,-1,0.8,"Primarily an internal, self-focused withdrawal from social and external stimuli.",google/gemini-3-flash-preview,ok,
offended,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Characterized by displeasure and negative affect resulting from a perceived insult.,google/gemini-3-flash-preview,ok,
offended,A,arousal,low_activation,high_activation,360,640,280,toward_right_pole,1,0.85,Involves moderate to high physiological activation and reactive tension.,google/gemini-3-flash-preview,ok,
